Category:	0	1	2	3	4	5	6	7	8	9
Category:0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	
Category:1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Category:2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Category:3	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.36	0.36	
Category:4	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.43	
Category:5	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.21	0.17	0.29	
Category:6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.41	0.41	
Category:7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.56	
Category:8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
Category:9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	

rule:	0	1	2	3	4	5	6	7	8	9
rule:0	0	0	0	0	0	0	0	0	0	0	
rule:1	0	0	0	0	0	0	0	0	0	0	
rule:2	0	0	0	0	0	0	0	0	0	0	
rule:3	0	0	0	0	0	0	1	0	0	0	
rule:4	0	0	0	0	0	0	0	0	0	0	
rule:5	0	0	0	0	0	0	0	0	0	0	
rule:6	0	0	0	0	0	0	0	0	0	0	
rule:7	0	0	0	0	0	0	0	0	0	0	
rule:8	0	0	0	0	0	0	0	0	0	0	
rule:9	0	0	0	0	0	0	0	0	0	0	
Category:	0	1	2	3	4	5	6	7	8	9
Category:0	0.0	0.0	0.0	1.0E-4	0.0	0.5	0.5001	0.0	0.0	0.0	
Category:1	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	
Category:2	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	
Category:3	0.0	0.0	0.0	1.0E-4	0.0	0.29	1.0E-4	0.0	0.36	0.36	
Category:4	0.0	0.0	0.0	1.0E-4	0.0	0.0	0.5700999999999999	0.0	0.0	0.43	
Category:5	0.0	0.0	0.0	1.0E-4	0.0	0.0	0.3301	0.21	0.17	0.29	
Category:6	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.18	0.41	0.41	
Category:7	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.44	0.56	
Category:8	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	1.0	
Category:9	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	

popularity:
0.04727227070123674	0.00565007219536694	4.3945005963965094E-4	0.4189842425764329	0.02366752464059263	0.07301148848013057	0.07646431037729927	0.03157762571410635	0.16862326574172892	0.15430974951346602	
user_preference:
0.06200317965023847	0.00794912559618442	0.00794912559618442	0.2178060413354531	0.04292527821939587	0.1891891891891892	0.12400635930047695	0.05246422893481717	0.1383147853736089	0.1573926868044515	
preference:
0.10342365733286271	0.012899780299286918	0.008334176517536835	0.5849245912077428	0.06366302069794744	0.25316264940816924	0.19100521961579742	0.08013288799771225	0.286064324623979	0.2926005674736286	
SUM:1.8762108751746633

Checked_Path : 1 -> 0 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 1.0342365733286274E-17
Checked_Path : 1 -> 2 -> 6 -> 8 -> 3 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 8 -> 3 -> 5 -> 7	 Probility: 9.909335879351298E-12
Checked_Path : 1 -> 2 -> 6 -> 8 -> 3 -> 6 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 8 -> 3 -> 8 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 6 -> 8 -> 3 -> 9 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 6 -> 8 -> 9 -> 3 -> 7	 Probility: 3.417012372190103E-11
Checked_Path : 1 -> 2 -> 6 -> 9 -> 3 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 9 -> 3 -> 5 -> 7	 Probility: 9.909335879351298E-12
Checked_Path : 1 -> 2 -> 6 -> 9 -> 3 -> 6 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 9 -> 3 -> 8 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 6 -> 9 -> 3 -> 9 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 3 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 5.849245912077428E-17
Checked_Path : 1 -> 3 -> 3 -> 3 -> 5 -> 6 -> 7	 Probility: 5.5994246191726E-10
Checked_Path : 1 -> 3 -> 3 -> 3 -> 6 -> 6 -> 7	 Probility: 5.849245912077428E-17
Checked_Path : 1 -> 3 -> 3 -> 3 -> 6 -> 7 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 3 -> 3 -> 6 -> 8 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 3 -> 6 -> 9 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 3 -> 8 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 3 -> 9 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 5 -> 3 -> 6 -> 7	 Probility: 1.696281314502454E-13
Checked_Path : 1 -> 3 -> 3 -> 5 -> 6 -> 6 -> 7	 Probility: 5.5994246191726E-10
Checked_Path : 1 -> 3 -> 3 -> 5 -> 6 -> 7 -> 7	 Probility: 1.007896431451068E-6
Checked_Path : 1 -> 3 -> 3 -> 5 -> 6 -> 8 -> 7	 Probility: 2.2957640938607657E-6
Checked_Path : 1 -> 3 -> 3 -> 5 -> 6 -> 9 -> 7	 Probility: 2.2957640938607657E-6
Checked_Path : 1 -> 3 -> 3 -> 5 -> 7 -> 6 -> 7	 Probility: 3.562190760455153E-10
Checked_Path : 1 -> 3 -> 3 -> 5 -> 8 -> 6 -> 7	 Probility: 2.883678234654172E-10
Checked_Path : 1 -> 3 -> 3 -> 5 -> 9 -> 6 -> 7	 Probility: 4.919215812057116E-10
Checked_Path : 1 -> 3 -> 3 -> 6 -> 6 -> 6 -> 7	 Probility: 5.849245912077428E-17
Checked_Path : 1 -> 3 -> 3 -> 6 -> 6 -> 7 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 6 -> 8 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 6 -> 9 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 7 -> 3 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 7 -> 6 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 7 -> 8 -> 7	 Probility: 4.632602762365323E-10
Checked_Path : 1 -> 3 -> 3 -> 6 -> 7 -> 9 -> 7	 Probility: 5.896039879374048E-10
Checked_Path : 1 -> 3 -> 3 -> 6 -> 8 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 8 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 8 -> 9 -> 7	 Probility: 2.3981908239517453E-9
Checked_Path : 1 -> 3 -> 3 -> 6 -> 9 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 6 -> 9 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 3 -> 8 -> 3 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 8 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 8 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 3 -> 8 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 3 -> 8 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 3 -> 8 -> 9 -> 6 -> 7	 Probility: 2.105728528347874E-9
Checked_Path : 1 -> 3 -> 3 -> 9 -> 3 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 9 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 3 -> 9 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 3 -> 9 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 3 -> 9 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 5 -> 3 -> 3 -> 6 -> 7	 Probility: 1.696281314502454E-13
Checked_Path : 1 -> 3 -> 5 -> 3 -> 5 -> 6 -> 7	 Probility: 1.623833139560054E-6
Checked_Path : 1 -> 3 -> 5 -> 3 -> 6 -> 6 -> 7	 Probility: 1.696281314502454E-13
Checked_Path : 1 -> 3 -> 5 -> 3 -> 6 -> 7 -> 7	 Probility: 3.0533063661044166E-10
Checked_Path : 1 -> 3 -> 5 -> 3 -> 6 -> 8 -> 7	 Probility: 6.95475338946006E-10
Checked_Path : 1 -> 3 -> 5 -> 3 -> 6 -> 9 -> 7	 Probility: 6.95475338946006E-10
Checked_Path : 1 -> 3 -> 5 -> 3 -> 8 -> 6 -> 7	 Probility: 6.106612732208834E-10
Checked_Path : 1 -> 3 -> 5 -> 3 -> 9 -> 6 -> 7	 Probility: 6.106612732208834E-10
Checked_Path : 1 -> 3 -> 5 -> 6 -> 6 -> 6 -> 7	 Probility: 5.5994246191726E-10
Checked_Path : 1 -> 3 -> 5 -> 6 -> 6 -> 7 -> 7	 Probility: 1.0078964314510681E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 6 -> 8 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 6 -> 9 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 7 -> 3 -> 7	 Probility: 1.007896431451068E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 7 -> 6 -> 7	 Probility: 1.007896431451068E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 7 -> 8 -> 7	 Probility: 0.004434744298384699
Checked_Path : 1 -> 3 -> 5 -> 6 -> 7 -> 9 -> 7	 Probility: 0.005644220016125981
Checked_Path : 1 -> 3 -> 5 -> 6 -> 8 -> 3 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 8 -> 6 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 8 -> 9 -> 7	 Probility: 0.022957640938607658
Checked_Path : 1 -> 3 -> 5 -> 6 -> 9 -> 3 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 6 -> 9 -> 6 -> 7	 Probility: 2.295764093860766E-6
Checked_Path : 1 -> 3 -> 5 -> 7 -> 3 -> 6 -> 7	 Probility: 3.562190760455153E-10
Checked_Path : 1 -> 3 -> 5 -> 7 -> 6 -> 6 -> 7	 Probility: 3.562190760455153E-10
Checked_Path : 1 -> 3 -> 5 -> 7 -> 6 -> 7 -> 7	 Probility: 6.411943368819275E-7
Checked_Path : 1 -> 3 -> 5 -> 7 -> 6 -> 8 -> 7	 Probility: 1.4604982117866126E-6
Checked_Path : 1 -> 3 -> 5 -> 7 -> 6 -> 9 -> 7	 Probility: 1.4604982117866126E-6
Checked_Path : 1 -> 3 -> 5 -> 7 -> 8 -> 6 -> 7	 Probility: 1.5673639346002675E-6
Checked_Path : 1 -> 3 -> 5 -> 7 -> 9 -> 6 -> 7	 Probility: 1.994826825854886E-6
Checked_Path : 1 -> 3 -> 5 -> 8 -> 3 -> 6 -> 7	 Probility: 2.883678234654172E-10
Checked_Path : 1 -> 3 -> 5 -> 8 -> 6 -> 6 -> 7	 Probility: 2.883678234654172E-10
Checked_Path : 1 -> 3 -> 5 -> 8 -> 6 -> 7 -> 7	 Probility: 5.19062082237751E-7
Checked_Path : 1 -> 3 -> 5 -> 8 -> 6 -> 8 -> 7	 Probility: 1.1823080762082104E-6
Checked_Path : 1 -> 3 -> 5 -> 8 -> 6 -> 9 -> 7	 Probility: 1.1823080762082104E-6
Checked_Path : 1 -> 3 -> 5 -> 8 -> 9 -> 6 -> 7	 Probility: 2.883678234654172E-6
Checked_Path : 1 -> 3 -> 5 -> 9 -> 3 -> 6 -> 7	 Probility: 4.919215812057116E-10
Checked_Path : 1 -> 3 -> 5 -> 9 -> 6 -> 6 -> 7	 Probility: 4.919215812057116E-10
Checked_Path : 1 -> 3 -> 5 -> 9 -> 6 -> 7 -> 7	 Probility: 8.854588461702809E-7
Checked_Path : 1 -> 3 -> 5 -> 9 -> 6 -> 8 -> 7	 Probility: 2.0168784829434175E-6
Checked_Path : 1 -> 3 -> 5 -> 9 -> 6 -> 9 -> 7	 Probility: 2.0168784829434175E-6
Checked_Path : 1 -> 3 -> 6 -> 6 -> 6 -> 6 -> 7	 Probility: 5.849245912077428E-17
Checked_Path : 1 -> 3 -> 6 -> 6 -> 6 -> 7 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 6 -> 8 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 6 -> 9 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 7 -> 3 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 7 -> 6 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 7 -> 8 -> 7	 Probility: 4.632602762365323E-10
Checked_Path : 1 -> 3 -> 6 -> 6 -> 7 -> 9 -> 7	 Probility: 5.896039879374048E-10
Checked_Path : 1 -> 3 -> 6 -> 6 -> 8 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 8 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 8 -> 9 -> 7	 Probility: 2.3981908239517453E-9
Checked_Path : 1 -> 3 -> 6 -> 6 -> 9 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 6 -> 9 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 7 -> 3 -> 3 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 7 -> 3 -> 5 -> 7	 Probility: 3.053306366104417E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 3 -> 6 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 7 -> 3 -> 8 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 3 -> 9 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 6 -> 6 -> 7	 Probility: 1.052864264173937E-13
Checked_Path : 1 -> 3 -> 6 -> 7 -> 6 -> 7 -> 7	 Probility: 1.8951556755130866E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 6 -> 8 -> 7	 Probility: 4.3167434831131415E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 6 -> 9 -> 7	 Probility: 4.3167434831131415E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 8 -> 3 -> 7	 Probility: 4.632602762365323E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 8 -> 6 -> 7	 Probility: 4.632602762365323E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 8 -> 9 -> 7	 Probility: 4.632602762365323E-6
Checked_Path : 1 -> 3 -> 6 -> 7 -> 9 -> 3 -> 7	 Probility: 5.896039879374048E-10
Checked_Path : 1 -> 3 -> 6 -> 7 -> 9 -> 6 -> 7	 Probility: 5.896039879374048E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 3 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 8 -> 3 -> 5 -> 7	 Probility: 6.95475338946006E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 3 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 8 -> 3 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 3 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 6 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 8 -> 6 -> 7 -> 7	 Probility: 4.3167434831131415E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 6 -> 8 -> 7	 Probility: 9.832582378202155E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 6 -> 9 -> 7	 Probility: 9.832582378202155E-10
Checked_Path : 1 -> 3 -> 6 -> 8 -> 9 -> 3 -> 7	 Probility: 2.3981908239517453E-9
Checked_Path : 1 -> 3 -> 6 -> 8 -> 9 -> 6 -> 7	 Probility: 2.3981908239517453E-9
Checked_Path : 1 -> 3 -> 6 -> 9 -> 3 -> 3 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 9 -> 3 -> 5 -> 7	 Probility: 6.95475338946006E-10
Checked_Path : 1 -> 3 -> 6 -> 9 -> 3 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 9 -> 3 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 6 -> 9 -> 3 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 6 -> 9 -> 6 -> 6 -> 7	 Probility: 2.398190823951745E-13
Checked_Path : 1 -> 3 -> 6 -> 9 -> 6 -> 7 -> 7	 Probility: 4.3167434831131415E-10
Checked_Path : 1 -> 3 -> 6 -> 9 -> 6 -> 8 -> 7	 Probility: 9.832582378202155E-10
Checked_Path : 1 -> 3 -> 6 -> 9 -> 6 -> 9 -> 7	 Probility: 9.832582378202155E-10
Checked_Path : 1 -> 3 -> 8 -> 3 -> 3 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 8 -> 3 -> 5 -> 6 -> 7	 Probility: 2.0157928629021362E-6
Checked_Path : 1 -> 3 -> 8 -> 3 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 8 -> 3 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 8 -> 3 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 3 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 3 -> 8 -> 6 -> 7	 Probility: 7.580622702052346E-10
Checked_Path : 1 -> 3 -> 8 -> 3 -> 9 -> 6 -> 7	 Probility: 7.580622702052346E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 8 -> 6 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 7 -> 3 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 7 -> 6 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 7 -> 8 -> 7	 Probility: 1.667736994451516E-6
Checked_Path : 1 -> 3 -> 8 -> 6 -> 7 -> 9 -> 7	 Probility: 2.122574356574657E-6
Checked_Path : 1 -> 3 -> 8 -> 6 -> 8 -> 3 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 8 -> 6 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 8 -> 9 -> 7	 Probility: 8.633486966226283E-6
Checked_Path : 1 -> 3 -> 8 -> 6 -> 9 -> 3 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 6 -> 9 -> 6 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 8 -> 9 -> 3 -> 6 -> 7	 Probility: 2.105728528347874E-9
Checked_Path : 1 -> 3 -> 8 -> 9 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-9
Checked_Path : 1 -> 3 -> 8 -> 9 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-6
Checked_Path : 1 -> 3 -> 8 -> 9 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-6
Checked_Path : 1 -> 3 -> 8 -> 9 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-6
Checked_Path : 1 -> 3 -> 9 -> 3 -> 3 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 9 -> 3 -> 5 -> 6 -> 7	 Probility: 2.0157928629021362E-6
Checked_Path : 1 -> 3 -> 9 -> 3 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 9 -> 3 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 9 -> 3 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 3 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 3 -> 8 -> 6 -> 7	 Probility: 7.580622702052346E-10
Checked_Path : 1 -> 3 -> 9 -> 3 -> 9 -> 6 -> 7	 Probility: 7.580622702052346E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 6 -> 6 -> 7	 Probility: 2.105728528347874E-13
Checked_Path : 1 -> 3 -> 9 -> 6 -> 6 -> 7 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 6 -> 8 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 6 -> 9 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 7 -> 3 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 7 -> 6 -> 7	 Probility: 3.790311351026173E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 7 -> 8 -> 7	 Probility: 1.667736994451516E-6
Checked_Path : 1 -> 3 -> 9 -> 6 -> 7 -> 9 -> 7	 Probility: 2.122574356574657E-6
Checked_Path : 1 -> 3 -> 9 -> 6 -> 8 -> 3 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 8 -> 6 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 8 -> 9 -> 7	 Probility: 8.633486966226283E-6
Checked_Path : 1 -> 3 -> 9 -> 6 -> 9 -> 3 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 3 -> 9 -> 6 -> 9 -> 6 -> 7	 Probility: 8.633486966226283E-10
Checked_Path : 1 -> 4 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 6.366302069794744E-18
Checked_Path : 1 -> 4 -> 3 -> 3 -> 5 -> 6 -> 7	 Probility: 6.09439730839381E-11
Checked_Path : 1 -> 4 -> 3 -> 3 -> 6 -> 6 -> 7	 Probility: 6.366302069794744E-18
Checked_Path : 1 -> 4 -> 3 -> 3 -> 6 -> 7 -> 7	 Probility: 1.1459343725630538E-14
Checked_Path : 1 -> 4 -> 3 -> 3 -> 6 -> 8 -> 7	 Probility: 2.610183848615845E-14
Checked_Path : 1 -> 4 -> 3 -> 3 -> 6 -> 9 -> 7	 Probility: 2.610183848615845E-14
Checked_Path : 1 -> 4 -> 3 -> 3 -> 8 -> 6 -> 7	 Probility: 2.291868745126108E-14
Checked_Path : 1 -> 4 -> 3 -> 3 -> 9 -> 6 -> 7	 Probility: 2.291868745126108E-14
Checked_Path : 1 -> 4 -> 3 -> 5 -> 3 -> 6 -> 7	 Probility: 1.8462276002404756E-14
Checked_Path : 1 -> 4 -> 3 -> 5 -> 6 -> 6 -> 7	 Probility: 6.09439730839381E-11
Checked_Path : 1 -> 4 -> 3 -> 5 -> 6 -> 7 -> 7	 Probility: 1.0969915155108858E-7
Checked_Path : 1 -> 4 -> 3 -> 5 -> 6 -> 8 -> 7	 Probility: 2.498702896441462E-7
Checked_Path : 1 -> 4 -> 3 -> 5 -> 6 -> 9 -> 7	 Probility: 2.498702896441462E-7
Checked_Path : 1 -> 4 -> 3 -> 5 -> 7 -> 6 -> 7	 Probility: 3.8770779605049986E-11
Checked_Path : 1 -> 4 -> 3 -> 5 -> 8 -> 6 -> 7	 Probility: 3.138586920408809E-11
Checked_Path : 1 -> 4 -> 3 -> 5 -> 9 -> 6 -> 7	 Probility: 5.354060040697379E-11
Checked_Path : 1 -> 4 -> 3 -> 6 -> 6 -> 6 -> 7	 Probility: 6.366302069794744E-18
Checked_Path : 1 -> 4 -> 3 -> 6 -> 6 -> 7 -> 7	 Probility: 1.1459343725630538E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 6 -> 8 -> 7	 Probility: 2.610183848615845E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 6 -> 9 -> 7	 Probility: 2.610183848615845E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 7 -> 3 -> 7	 Probility: 1.145934372563054E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 7 -> 6 -> 7	 Probility: 1.145934372563054E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 7 -> 8 -> 7	 Probility: 5.042111239277437E-11
Checked_Path : 1 -> 4 -> 3 -> 6 -> 7 -> 9 -> 7	 Probility: 6.417232486353102E-11
Checked_Path : 1 -> 4 -> 3 -> 6 -> 8 -> 3 -> 7	 Probility: 2.6101838486158452E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 8 -> 6 -> 7	 Probility: 2.6101838486158452E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 8 -> 9 -> 7	 Probility: 2.610183848615845E-10
Checked_Path : 1 -> 4 -> 3 -> 6 -> 9 -> 3 -> 7	 Probility: 2.6101838486158452E-14
Checked_Path : 1 -> 4 -> 3 -> 6 -> 9 -> 6 -> 7	 Probility: 2.6101838486158452E-14
Checked_Path : 1 -> 4 -> 3 -> 8 -> 3 -> 6 -> 7	 Probility: 2.2918687451261076E-14
Checked_Path : 1 -> 4 -> 3 -> 8 -> 6 -> 6 -> 7	 Probility: 2.2918687451261076E-14
